Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,32.186581016069326,2025-09-05 21:00:00+00:00,310.37810399999995,9.99000999000964,2025-09-06 21:00:00+00:00,310.441448,9.992048816797872,-17.943232018923194,-0.0017961175250942119,Long,Closed,0
1,0,32.44477025360201,2025-09-10 21:00:00+00:00,307.355688,9.972084683296998,2025-09-11 21:00:00+00:00,303.2572,9.839110181750636,-152.78569641219116,-0.015321339646071354,Long,Closed,1
2,0,32.329879497073776,2025-09-13 21:00:00+00:00,303.726824,9.819451619948936,2025-11-14 21:00:00+00:00,297.407736,9.615156266377532,184.86074568507763,0.018825974488180124,Short,Closed,2
3,0,33.71090033496291,2025-11-15 21:00:00+00:00,296.7624,10.004127689564397,2025-11-16 21:00:00+00:00,294.91574399999996,9.941875253195434,42.30643342620283,0.004228897784894722,Short,Closed,3
4,0,32.81904459373406,2025-11-23 21:00:00+00:00,306.114696,10.046391858819334,2025-12-17 21:00:00+00:00,301.71843199999995,9.902110674559518,-164.2296867952073,-0.016347131298786004,Long,Closed,4
5,0,32.92902489842358,2025-12-18 21:00:00+00:00,300.109896,9.882326237646339,2025-12-21 21:00:00+00:00,297.481824,9.795786389324462,-106.21796094981994,-0.010748275091868176,Long,Closed,5
6,0,32.70504620217966,2026-01-11 21:00:00+00:00,298.920672,9.776214388546592,2026-01-15 21:00:00+00:00,301.76121599999993,9.869114511305915,-112.54545165917418,-0.011512170988294587,Short,Closed,6
7,0,31.55573945242546,2026-01-20 21:00:00+00:00,306.244808,9.66378136990606,2026-01-21 21:00:00+00:00,306.464976,9.670728933949821,-26.282074347617186,-0.0027196470347996575,Short,Closed,7
8,0,31.440209259269825,2026-01-23 21:00:00+00:00,306.535032,9.637525551375802,2026-01-24 21:00:00+00:00,306.5046,9.636568762928793,-20.23088276248308,-0.002099178119386939,Long,Closed,8
9,0,31.697157296383356,2026-01-25 21:00:00+00:00,303.412536,9.617314879285914,2026-01-28 21:00:00+00:00,308.27318399999996,9.771383603504928,134.6800257355595,0.014003911427047941,Long,Closed,9
10,0,31.882943221830764,2026-01-29 21:00:00+00:00,305.864496,9.751860359539933,2026-02-03 21:00:00+00:00,303.616912,9.680200766483587,-91.0916541843188,-0.00934095145191333,Long,Closed,10
11,0,31.628889895983267,2026-02-11 21:00:00+00:00,305.44415999999995,9.660859706009433,2026-06-08 21:00:00+00:00,320.76318399999997,10.14538342942102,464.7174802744954,0.048103118606032856,Long,Closed,11
12,0,33.562597736703346,2026-06-23 21:00:00+00:00,301.678464,10.125112933058542,2026-06-24 21:00:00+00:00,303.29,0.0,-64.21244743927403,-0.0063418993806597535,Short,Open,12
